file_1_file_1_g3794	ko:K06767
file_1_file_1_g11171	ko:K20308
file_1_file_1_g11172	-
file_1_file_1_g11173	-
file_1_file_1_g11174	-
file_1_file_1_g11175	ko:K00547,ko:K08853,ko:K17759
file_1_file_1_g11177	-
file_1_file_2_12301_g	-
file_1_file_1_g11178	ko:K01044,ko:K01049,ko:K01050,ko:K03927
file_1_file_1_g11179	ko:K01044,ko:K01049,ko:K01050,ko:K03927
file_1_file_1_g11180	ko:K15305
file_1_file_1_g11182	ko:K09268
file_1_file_1_g11185	ko:K16547
file_1_file_1_g11186	ko:K14299,ko:K16725
file_1_file_1_g11187	ko:K08798,ko:K19008
file_1_file_1_g11188	-
file_1_file_1_g11190	ko:K01052
file_1_file_1_g11191	ko:K01052
file_1_file_1_g11192	ko:K19383,ko:K19553
file_1_file_1_g11194	ko:K10873
file_1_file_2_12317_g	ko:K01974
file_1_file_1_g11195	ko:K01974
file_1_file_1_g11196	ko:K09595
file_1_file_1_g11197	-
file_1_file_1_g11198	-
file_1_file_1_g11199	-
file_1_file_1_g11200	ko:K10144
file_1_file_1_g11201	-
file_1_file_1_g11202	ko:K19946,ko:K20700
file_1_file_1_g11203	ko:K19946,ko:K20700
file_1_file_1_g11204	-
file_1_file_1_g11205	-
file_1_file_1_g11206	ko:K05480
file_1_file_1_g11207	ko:K05643
file_1_file_1_g11208	ko:K13800
file_1_file_1_g11209	ko:K03234
file_1_file_1_g11210	ko:K04448,ko:K04449
file_1_file_1_g11211	ko:K12736
file_1_file_1_g11212	ko:K09250
file_1_file_1_g11213	-
file_1_file_1_g11214	-
file_1_file_1_g11215	ko:K12373
file_1_file_1_g11216	-
file_1_file_1_g11217	-
file_1_file_1_g11219	-
file_1_file_1_g11220	ko:K01518
file_1_file_1_g11221	ko:K20478
file_1_file_1_g11223	ko:K20730
file_1_file_1_g11224	-
file_1_file_1_g11225	-
file_1_file_1_g11226	-
file_1_file_1_g11228	-
file_1_file_1_g11229	ko:K00357
file_1_file_1_g11230	-
file_1_file_2_12357_g	-
file_1_file_1_g11230	-
file_1_file_1_g11231	ko:K08451
file_1_file_1_g11232	-
file_1_file_2_12361_g	ko:K13525
file_1_file_1_g11233	ko:K13525
file_1_file_1_g11236	ko:K19348
file_1_file_1_g11237	ko:K00232,ko:K05313
file_1_file_2_12365_g	ko:K12323
file_1_file_1_g11238	ko:K12323
file_1_file_1_g11239	-
file_1_file_1_g11240	-
file_1_file_1_g11242	ko:K13023,ko:K17256
file_1_file_1_g11244	-
file_1_file_1_g11245	-
file_1_file_1_g11246	ko:K05655
file_1_file_1_g11247	ko:K09397
file_1_file_1_g11248	ko:K01080
file_1_file_1_g11249	ko:K01080
file_1_file_1_g11250	ko:K01080
file_1_file_1_g11251	-
file_1_file_1_g11252	ko:K01969,ko:K17425
file_1_file_1_g11253	-
file_1_file_1_g11254	-
file_1_file_1_g11255	ko:K01008
file_1_file_1_g11257	-
file_1_file_1_g11258	-
file_1_file_1_g11259	ko:K12323
file_1_file_1_g11260	ko:K07832,ko:K07833,ko:K07847
file_1_file_1_g11261	-
file_1_file_1_g11262	-
file_1_file_1_g11263	ko:K11266
file_1_file_1_g11264	ko:K02870
file_1_file_1_g11265	ko:K12183
file_1_file_1_g11266	ko:K01875
file_1_file_1_g11267	ko:K09533
file_1_file_1_g11268	ko:K09533
file_1_file_1_g11270	ko:K12378
file_1_file_1_g11271	ko:K03938
file_1_file_1_g11272	ko:K03938
file_1_file_1_g11273	ko:K14291
file_1_file_1_g11274	ko:K20730
file_1_file_1_g11275	ko:K20730
file_1_file_1_g11276	ko:K04706,ko:K16063,ko:K16064
file_1_file_1_g11277	ko:K15255
file_1_file_1_g11280	-
file_1_file_1_g11281	ko:K10847
file_1_file_1_g11282	ko:K21411
file_1_file_1_g11283	ko:K01189,ko:K01204
file_1_file_1_g11284	ko:K01641
file_1_file_1_g11292	-
file_1_file_2_12425_g	-
file_1_file_1_g11293	-
file_1_file_1_g11294	ko:K03937
file_1_file_1_g11295	ko:K04834,ko:K04837,ko:K04856,ko:K21862
file_1_file_2_12429_g	ko:K04837,ko:K04856,ko:K21862
file_1_file_1_g11296	-
file_1_file_1_g11299	-
file_1_file_1_g11302	-
file_1_file_1_g11303	ko:K17917
file_1_file_1_g11305	ko:K01254,ko:K02871,ko:K03283,ko:K08798
file_1_file_1_g11306	ko:K01254
file_1_file_1_g11307	ko:K16782
file_1_file_1_g11308	ko:K13190
file_1_file_1_g11309	ko:K13352
file_1_file_1_g11310	ko:K02961
file_1_file_1_g11311	ko:K15732
file_1_file_1_g11312	ko:K08283
file_1_file_1_g11313	ko:K08283
file_1_file_1_g11314	ko:K18437
file_1_file_1_g11320	-
file_1_file_1_g11322	-
file_1_file_1_g11325	ko:K04455,ko:K09542,ko:K09543,ko:K09545
file_1_file_1_g11326	ko:K09574
file_1_file_1_g11327	ko:K02090
file_1_file_1_g11328	ko:K10884
file_1_file_1_g11329	ko:K10884
file_1_file_1_g11330	ko:K04534
file_1_file_2_12461_g	ko:K04534
file_1_file_1_g11332	ko:K00488,ko:K17951,ko:K17960
file_1_file_1_g11333	ko:K04534
file_1_file_1_g11334	-
file_1_file_1_g11335	ko:K04739
file_1_file_1_g11336	ko:K15199
file_1_file_1_g11337	ko:K06841,ko:K06842
file_1_file_1_g11338	-
file_1_file_1_g11339	-
file_1_file_1_g11340	-
file_1_file_1_g11344	ko:K08811
file_1_file_1_g11346	ko:K19770
file_1_file_1_g11347	-
file_1_file_1_g11348	ko:K14572
file_1_file_1_g11349	ko:K14572
file_1_file_1_g11351	ko:K04447,ko:K08892
file_1_file_1_g11353	-
file_1_file_1_g11355	ko:K08892
file_1_file_1_g11356	-
file_1_file_1_g11357	ko:K01302
file_1_file_2_12488_g	ko:K01302
file_1_file_1_g11358	ko:K00488,ko:K15004,ko:K17951,ko:K17960
file_1_file_1_g11359	ko:K00488,ko:K15004,ko:K17951,ko:K17960
file_1_file_1_g11360	ko:K17711
file_1_file_1_g11361	ko:K08827
file_1_file_1_g11362	-
file_1_file_1_g11363	ko:K03768
file_1_file_1_g11364	ko:K18169
file_1_file_1_g11366	ko:K03364
file_1_file_1_g11367	ko:K19367
file_1_file_1_g11368	ko:K02207
file_1_file_1_g11369	-
file_1_file_1_g11370	-
file_1_file_1_g11371	-
file_1_file_1_g11372	-
file_1_file_1_g11374	ko:K15309,ko:K16335
file_1_file_1_g11375	ko:K15309,ko:K16335
file_1_file_1_g11376	ko:K19583
file_1_file_1_g11379	-
file_1_file_1_g11381	-
file_1_file_1_g11383	ko:K02434
file_1_file_1_g11384	-
file_1_file_2_12517_g	-
file_1_file_1_g11385	-
file_1_file_1_g11386	ko:K15127
file_1_file_1_g11387	ko:K15127
file_1_file_1_g11388	ko:K15127
file_1_file_1_g11389	ko:K15127
file_1_file_1_g11390	-
file_1_file_1_g11391	ko:K15127
file_1_file_1_g11392	ko:K15127
file_1_file_1_g11393	-
file_1_file_1_g11394	-
file_1_file_1_g11395	-
file_1_file_1_g11396	-
file_1_file_1_g11398	-
file_1_file_1_g11399	-
file_1_file_1_g11400	-
file_1_file_1_g11401	-
file_1_file_1_g11402	-
file_1_file_1_g11404	-
file_1_file_1_g11416	-
file_1_file_1_g11420	-
file_1_file_1_g11421	-
file_1_file_1_g11422	-
file_1_file_1_g11423	ko:K02996
file_1_file_1_g11424	-
file_1_file_1_g11425	-
file_1_file_1_g11426	ko:K14613
file_1_file_2_12553_g	ko:K14613
file_1_file_1_g11427	ko:K14613
file_1_file_1_g11428	ko:K13982
file_1_file_1_g11429	ko:K04447,ko:K11217,ko:K11218,ko:K14165
file_1_file_1_g11430	-
file_1_file_1_g11431	-
file_1_file_1_g11433	-
file_1_file_1_g11434	-
file_1_file_1_g11435	-
file_1_file_1_g11436	-
file_1_file_1_g11437	ko:K04578,ko:K04579
file_1_file_2_12566_g	ko:K14613,ko:K17917,ko:K20840
file_1_file_1_g11438	ko:K14613,ko:K17917,ko:K20840
file_1_file_1_g11439	ko:K14613,ko:K17917,ko:K20840
file_1_file_1_g11440	ko:K14613,ko:K17917,ko:K20840
file_1_file_1_g11441	-
file_1_file_1_g11442	-
file_1_file_1_g11443	-
file_1_file_1_g11444	-
file_1_file_1_g11445	ko:K02728
file_1_file_1_g11446	ko:K02728
file_1_file_1_g11447	ko:K08507
file_1_file_1_g11448	ko:K18200
file_1_file_1_g11449	-
file_1_file_1_g11450	-
file_1_file_1_g11452	-
file_1_file_1_g11453	ko:K07930
file_1_file_1_g11454	ko:K05290
file_1_file_1_g11455	ko:K01017
file_1_file_1_g11457	-
file_1_file_1_g11458	-
file_1_file_1_g11462	-
file_1_file_1_g11463	ko:K03013
file_1_file_1_g11464	-
file_1_file_1_g11465	ko:K18584
file_1_file_1_g11466	ko:K08471
file_1_file_1_g11467	-
file_1_file_1_g11468	ko:K00787
file_1_file_1_g11469	-
file_1_file_1_g11470	ko:K15180
file_1_file_1_g11471	-
file_1_file_1_g11472	-
file_1_file_1_g11473	-
file_1_file_1_g11474	ko:K11434
file_1_file_1_g11475	-
file_1_file_1_g11476	ko:K04955,ko:K04956,ko:K04957
file_1_file_1_g11477	ko:K00858,ko:K15198
file_1_file_2_12606_g	ko:K00858,ko:K15198
file_1_file_1_g11478	-
file_1_file_1_g11479	ko:K12792,ko:K16676
file_1_file_1_g11480	-
file_1_file_1_g11481	ko:K16571
file_1_file_1_g11482	ko:K11434
file_1_file_1_g11483	ko:K06638
file_1_file_1_g11484	ko:K04661
file_1_file_2_12616_g	-
file_1_file_1_g11485	-
file_1_file_1_g11486	ko:K06265
file_1_file_1_g11487	-
file_1_file_1_g11488	ko:K01298
file_1_file_1_g11489	-
file_1_file_1_g11490	-
file_1_file_1_g11491	-
file_1_file_1_g11492	ko:K10408
file_1_file_1_g11493	ko:K01376
file_1_file_1_g11495	-
file_1_file_1_g11496	-
file_1_file_1_g11499	ko:K17595
file_1_file_1_g11500	ko:K06268,ko:K07541,ko:K17259,ko:K21852
file_1_file_2_12635_g	-
file_1_file_1_g11501	-
file_1_file_1_g11502	-
file_1_file_1_g11503	-
file_1_file_1_g11504	ko:K01784
file_1_file_1_g11505	-
file_1_file_1_g11506	ko:K12475,ko:K20054
file_1_file_1_g11507	-
file_1_file_1_g11509	-
file_1_file_1_g11510	-
file_1_file_1_g11511	ko:K12899,ko:K13165
file_1_file_1_g11513	-
file_1_file_1_g11514	ko:K02163,ko:K14396
file_1_file_1_g11515	ko:K11364
file_1_file_1_g11516	ko:K04681,ko:K07605,ko:K16332
file_1_file_1_g11517	-
file_1_file_2_12654_g	-
file_1_file_1_g11518	-
file_1_file_1_g11519	ko:K15363
file_1_file_1_g11520	ko:K07292,ko:K07295,ko:K08037,ko:K08542,ko:K08704
file_1_file_1_g11522	-
file_1_file_1_g11523	ko:K01176
file_1_file_1_g11524	ko:K00639
file_1_file_1_g11525	-
file_1_file_1_g11526	-
file_1_file_1_g11527	ko:K05288
file_1_file_1_g11528	ko:K01551
file_1_file_1_g11529	ko:K19873
file_1_file_1_g11530	ko:K10409
file_1_file_1_g11531	ko:K10779
file_1_file_1_g11532	ko:K01273
file_1_file_1_g11533	ko:K01273,ko:K06776
file_1_file_1_g11534	ko:K01273,ko:K06776
file_1_file_1_g11535	ko:K01044,ko:K01049,ko:K01050,ko:K07378
file_1_file_1_g11536	ko:K01044,ko:K01049,ko:K01050,ko:K03927,ko:K15743
file_1_file_1_g11537	ko:K01044,ko:K01049,ko:K01050,ko:K03927,ko:K15743
file_1_file_1_g11538	ko:K00128,ko:K00129,ko:K04513
file_1_file_1_g11539	ko:K04513,ko:K07857
file_1_file_1_g11540	ko:K06947
file_1_file_1_g11541	ko:K02132
file_1_file_1_g11542	ko:K14529,ko:K17543
file_1_file_1_g11544	ko:K10779
file_1_file_1_g11545	ko:K20476
file_1_file_1_g11546	-
file_1_file_1_g11547	-
file_1_file_1_g11548	ko:K20476
file_1_file_1_g11549	ko:K18739
file_1_file_1_g11550	-
file_1_file_1_g11551	ko:K17757
file_1_file_1_g11552	-
file_1_file_1_g11553	-
file_1_file_1_g11554	ko:K06234
file_1_file_1_g11556	ko:K06234
file_1_file_1_g11557	ko:K11843
file_1_file_1_g11558	ko:K22375
file_1_file_1_g11559	-
file_1_file_1_g11560	ko:K12035
file_1_file_1_g11561	ko:K02212
file_1_file_1_g11562	ko:K13698,ko:K13699
file_1_file_1_g11563	ko:K16747
file_1_file_1_g11564	ko:K10684
file_1_file_1_g11563	ko:K10684
file_1_file_1_g11565	ko:K02603
file_1_file_1_g11566	ko:K14782
file_1_file_1_g11567	ko:K04280
file_1_file_1_g11568	ko:K05614
file_1_file_1_g11569	ko:K11316
file_1_file_1_g11570	ko:K02219
file_1_file_1_g11572	ko:K00799
file_1_file_1_g11573	ko:K03120,ko:K10754,ko:K16622,ko:K19589
file_1_file_1_g11574	ko:K16606
file_1_file_1_g11575	-
file_1_file_1_g11576	ko:K05313
file_1_file_1_g11578	ko:K04659
file_1_file_1_g11579	ko:K04976,ko:K04977,ko:K04978,ko:K04981,ko:K04982
file_1_file_1_g11580	ko:K04976,ko:K04978
file_1_file_1_g11581	-
file_1_file_1_g11582	ko:K04976,ko:K04977,ko:K04978,ko:K04981,ko:K04982
file_1_file_1_g11584	ko:K03917,ko:K05619
file_1_file_1_g11585	ko:K05313,ko:K19398
file_1_file_1_g11586	ko:K05313,ko:K19398
file_1_file_1_g11587	-
file_1_file_1_g11588	ko:K01868
file_1_file_2_12721_g	ko:K01080
file_1_file_1_g11589	ko:K01080
file_1_file_1_g11590	ko:K01080
file_1_file_1_g11592	ko:K16530
file_1_file_1_g11593	ko:K01080
file_1_file_1_g11594	-
file_1_file_1_g11595	-
file_1_file_1_g11596	ko:K15127
file_1_file_1_g11598	ko:K01050
file_1_file_1_g11599	ko:K01050
file_1_file_1_g11600	ko:K01934
file_1_file_1_g11602	-
file_1_file_1_g11604	ko:K10349
file_1_file_1_g11605	-
file_1_file_1_g11606	ko:K03424
file_1_file_1_g11607	ko:K13963,ko:K13966
file_1_file_1_g11608	ko:K13963,ko:K13966
file_1_file_1_g11609	ko:K13963,ko:K13966
file_1_file_1_g11610	ko:K13963,ko:K13966
file_1_file_1_g11611	ko:K13963,ko:K13966
file_1_file_1_g11612	ko:K01456
file_1_file_1_g11613	ko:K01456
file_1_file_1_g11614	ko:K16531
file_1_file_1_g11616	-
file_1_file_1_g11618	-
file_1_file_1_g11619	ko:K16364
file_1_file_1_g11621	ko:K16364
file_1_file_1_g11622	-
file_1_file_1_g11623	ko:K13749,ko:K13750
file_1_file_1_g11624	-
file_1_file_1_g11625	-
file_1_file_1_g11626	ko:K00237
file_1_file_1_g11627	-
file_1_file_1_g11629	-
file_1_file_1_g11631	-
file_1_file_1_g11633	-
file_1_file_1_g11634	-
file_1_file_1_g11635	-
file_1_file_1_g11636	-
file_1_file_1_g11638	-
file_1_file_1_g11639	-
file_1_file_1_g11640	-
file_1_file_1_g11641	-
file_1_file_1_g11642	ko:K03910
file_1_file_1_g11643	ko:K10364
file_1_file_1_g11644	ko:K03956
file_1_file_1_g11646	-
file_1_file_1_g11647	-
file_1_file_1_g11648	-
file_1_file_1_g11649	-
file_1_file_1_g11650	-
file_1_file_1_g11651	-
file_1_file_1_g11652	-
file_1_file_1_g11653	-
file_1_file_1_g11654	-
file_1_file_1_g11655	-
file_1_file_1_g11656	ko:K10591,ko:K13305
file_1_file_1_g11658	-
file_1_file_1_g11659	-
file_1_file_1_g11660	-
file_1_file_1_g11661	ko:K07508,ko:K17972
file_1_file_1_g11662	ko:K07508,ko:K17972
file_1_file_1_g11664	-
file_1_file_1_g11665	ko:K12472
file_1_file_1_g11666	ko:K00799,ko:K12472
file_1_file_1_g11667	ko:K00799
file_1_file_2_12804_g	ko:K00799
file_1_file_1_g11668	-
file_1_file_1_g11669	ko:K09522
file_1_file_1_g11670	ko:K01304
file_1_file_1_g11671	ko:K02997
file_1_file_1_g11672	ko:K14786
file_1_file_1_g11673	ko:K14403
file_1_file_1_g11675	ko:K09828
file_1_file_1_g11676	ko:K14403
file_1_file_1_g11677	ko:K03144
file_1_file_1_g11679	ko:K04511
file_1_file_1_g11680	-
file_1_file_1_g11681	ko:K04511
file_1_file_1_g11682	-
file_1_file_1_g11683	ko:K21270
file_1_file_1_g11684	ko:K21270
file_1_file_1_g11685	-
file_1_file_1_g11686	-
file_1_file_1_g11688	-
file_1_file_1_g11690	ko:K13511
file_1_file_1_g11692	-
file_1_file_1_g11695	ko:K08202
file_1_file_1_g11697	-
file_1_file_1_g2454	ko:K01081,ko:K19970
file_1_file_1_g2455	ko:K00079
file_1_file_2_12840_g	ko:K00079
file_1_file_1_g2456	-
file_1_file_1_g2459	-
file_1_file_1_g2460	-
file_1_file_1_g2461	-
file_1_file_1_g2464	-
file_1_file_1_g2465	ko:K02263
file_1_file_1_g2466	-
file_1_file_1_g2468	ko:K01312
file_1_file_1_g2469	ko:K02152
file_1_file_1_g2470	ko:K10637
file_1_file_1_g2472	-
file_1_file_1_g2473	-
file_1_file_1_g2476	ko:K17986
file_1_file_1_g2477	-
file_1_file_1_g2478	ko:K10790,ko:K10791
file_1_file_1_g2479	-
file_1_file_1_g2480	ko:K10790,ko:K10791
file_1_file_1_g2481	ko:K15683
file_1_file_1_g2482	-
file_1_file_1_g2485	ko:K02333,ko:K11459
file_1_file_1_g2486	ko:K21842
file_1_file_1_g2487	-
file_1_file_1_g2488	ko:K04675
file_1_file_2_12872_g	ko:K04675
file_1_file_1_g2489	ko:K07375
file_1_file_1_g2491	-
file_1_file_1_g2492	ko:K01312
file_1_file_1_g2493	ko:K04238,ko:K04239
file_1_file_1_g2494	ko:K04238,ko:K04239
file_1_file_1_g2495	ko:K08145
file_1_file_2_12878_g	ko:K08145
file_1_file_1_g2496	ko:K14323
file_1_file_1_g2497	-
file_1_file_1_g2498	ko:K20188
file_1_file_1_g2499	ko:K08202
file_1_file_1_g2501	ko:K09055,ko:K10052
file_1_file_1_g2502	-
file_1_file_1_g2503	ko:K08145
file_1_file_1_g2504	ko:K08745
file_1_file_1_g2505	ko:K08145
file_1_file_1_g2506	ko:K08145
file_1_file_1_g2507	ko:K05289
file_1_file_1_g2508	ko:K08145
file_1_file_1_g2509	-
file_1_file_1_g2510	-
file_1_file_1_g2511	-
file_1_file_1_g2512	ko:K08145
file_1_file_1_g2513	ko:K08145
file_1_file_1_g2514	ko:K03006,ko:K16250,ko:K16251
file_1_file_1_g2515	ko:K19952
file_1_file_1_g2516	-
file_1_file_1_g2517	-
file_1_file_1_g2518	-
file_1_file_1_g2519	ko:K04238,ko:K04239
file_1_file_1_g2520	ko:K04238,ko:K04239
file_1_file_1_g2522	-
file_1_file_1_g2523	-
file_1_file_1_g2524	ko:K00993
file_1_file_1_g2525	-
file_1_file_1_g2526	ko:K06093
file_1_file_1_g2527	ko:K14165
file_1_file_1_g2528	ko:K14165
file_1_file_1_g2530	ko:K06693
file_1_file_1_g2531	ko:K10382,ko:K10388,ko:K19827
file_1_file_1_g2532	ko:K10382,ko:K10388,ko:K19827
file_1_file_1_g2533	ko:K10382,ko:K10388,ko:K19827
file_1_file_1_g2534	ko:K10382,ko:K10388,ko:K19827
file_1_file_1_g2536	-
file_1_file_1_g2537	-
file_1_file_1_g2538	ko:K01312,ko:K01362,ko:K09640
file_1_file_1_g2539	ko:K08471,ko:K16458
file_1_file_1_g2540	ko:K15335
file_1_file_1_g2541	ko:K01469
file_1_file_1_g2542	ko:K11583
file_1_file_1_g2543	-
file_1_file_1_g2544	-
file_1_file_1_g2545	-
file_1_file_1_g2546	ko:K17609
file_1_file_1_g2548	ko:K00993
file_1_file_1_g2549	ko:K00993
file_1_file_1_g2550	ko:K15616,ko:K17622
file_1_file_1_g2551	ko:K19681
file_1_file_1_g2552	-
file_1_file_1_g2553	-
file_1_file_1_g2555	-
file_1_file_2_12937_g	-
file_1_file_1_g2557	-
file_1_file_1_g2558	-
file_1_file_1_g2559	-
file_1_file_1_g2561	-
file_1_file_1_g2562	ko:K01278
file_1_file_1_g2563	-
file_1_file_2_12948_g	-
file_1_file_1_g2564	ko:K13346
file_1_file_1_g2565	ko:K09568
file_1_file_1_g2566	ko:K11343
file_1_file_1_g2567	ko:K13216
file_1_file_1_g2568	ko:K07847
file_1_file_1_g2569	ko:K07847
file_1_file_1_g2570	ko:K00966,ko:K14000
file_1_file_1_g2571	ko:K00966,ko:K14000
file_1_file_1_g2572	ko:K08145
file_1_file_1_g2573	-
file_1_file_1_g2574	ko:K09176,ko:K09177,ko:K09179,ko:K09180
file_1_file_1_g2575	ko:K09176,ko:K09177,ko:K09179,ko:K09180
file_1_file_1_g2577	ko:K02937
file_1_file_1_g2578	-
file_1_file_1_g2579	ko:K02951
file_1_file_1_g2580	ko:K06639
file_1_file_1_g2581	ko:K18161
file_1_file_1_g2582	ko:K05925
file_1_file_1_g2583	-
file_1_file_1_g2584	-
file_1_file_1_g2585	ko:K15015
file_1_file_1_g2586	ko:K08139,ko:K08145
file_1_file_2_12972_g	-
file_1_file_1_g2587	-
file_1_file_1_g2588	-
file_1_file_1_g2591	ko:K08145
file_1_file_1_g2593	-
file_1_file_1_g2594	ko:K11267
file_1_file_1_g2595	-
file_1_file_1_g2596	ko:K03965
file_1_file_1_g2597	ko:K11519,ko:K13989
file_1_file_1_g2598	-
file_1_file_1_g2599	ko:K02737,ko:K02740
file_1_file_1_g2601	-
file_1_file_1_g2602	ko:K11205
file_1_file_1_g2603	-
file_1_file_1_g2604	-
file_1_file_1_g2605	ko:K06695
file_1_file_1_g2606	-
file_1_file_1_g2607	ko:K11848
file_1_file_1_g2608	ko:K19484,ko:K19486
file_1_file_1_g2609	ko:K03872
file_1_file_1_g2610	ko:K05725,ko:K05871
file_1_file_1_g2611	ko:K05725,ko:K05871
file_1_file_1_g2613	ko:K13344
file_1_file_1_g2614	ko:K02993
file_1_file_1_g2615	ko:K01784
file_1_file_1_g2616	-
file_1_file_1_g2617	ko:K20210
file_1_file_1_g2619	-
file_1_file_1_g2620	-
file_1_file_1_g2621	ko:K12587
file_1_file_1_g2622	ko:K12832,ko:K19485
file_1_file_1_g2623	ko:K17579
file_1_file_2_13007_g	ko:K17579
file_1_file_1_g2624	ko:K16342,ko:K19219
file_1_file_1_g2625	-
file_1_file_1_g2626	ko:K08145
file_1_file_1_g2627	-
file_1_file_1_g2628	-
file_1_file_1_g2629	-
file_1_file_1_g2630	-
file_1_file_1_g2631	ko:K05035,ko:K05036
file_1_file_1_g2632	ko:K11424
file_1_file_1_g2634	ko:K08333
file_1_file_1_g2635	ko:K12486
file_1_file_1_g2636	ko:K17794
file_1_file_1_g2637	ko:K11271
file_1_file_1_g2638	ko:K01596
file_1_file_1_g2639	-
file_1_file_1_g2640	ko:K11884
file_1_file_1_g2641	ko:K03954
file_1_file_2_13023_g	ko:K03954
file_1_file_1_g2642	ko:K21456
file_1_file_1_g2643	ko:K21456
file_1_file_1_g2644	ko:K18423
file_1_file_1_g2645	ko:K01581
file_1_file_1_g2646	ko:K01581
file_1_file_1_g2648	-
file_1_file_1_g2649	-
file_1_file_1_g2650	ko:K18660
file_1_file_1_g2651	ko:K15168
file_1_file_1_g2652	-
file_1_file_1_g2653	-
file_1_file_1_g2654	ko:K13123
file_1_file_1_g2655	ko:K15168
file_1_file_1_g2656	ko:K10577
file_1_file_1_g2657	-
file_1_file_1_g2658	ko:K00720
file_1_file_1_g2659	-
file_1_file_1_g2660	ko:K08066
file_1_file_1_g2661	ko:K13196,ko:K22198
file_1_file_1_g2662	ko:K11306,ko:K11307
file_1_file_1_g2663	ko:K14947
file_1_file_1_g2664	ko:K14947
file_1_file_1_g2666	ko:K14726
file_1_file_1_g2667	ko:K02608
file_1_file_1_g2668	ko:K04632,ko:K04633
file_1_file_1_g2669	ko:K11268
file_1_file_1_g2670	-
file_1_file_2_13052_g	ko:K18078
file_1_file_1_g2671	ko:K18078
file_1_file_1_g2673	ko:K18621
file_1_file_1_g2674	-
file_1_file_1_g2675	ko:K18621
file_1_file_1_g2676	-
file_1_file_1_g2679	-
file_1_file_1_g2680	ko:K19603
file_1_file_1_g2681	-
file_1_file_1_g2682	ko:K04799
file_1_file_1_g2683	ko:K01810
file_1_file_1_g2684	ko:K10532
file_1_file_1_g2685	ko:K00721
file_1_file_1_g2687	ko:K14726,ko:K17197
file_1_file_1_g2688	-
file_1_file_1_g2689	ko:K05048,ko:K05334
file_1_file_1_g2690	-
file_1_file_1_g2691	ko:K03871
file_1_file_1_g2694	ko:K10049
file_1_file_1_g2695	-
file_1_file_1_g2696	-
file_1_file_1_g2697	ko:K20189
file_1_file_1_g2698	-
file_1_file_1_g2702	-
file_1_file_1_g2703	ko:K09568
file_1_file_1_g2704	ko:K14757
file_1_file_1_g2705	-
file_1_file_1_g2709	-
file_1_file_1_g2710	ko:K12169
file_1_file_1_g2711	ko:K01077
file_1_file_1_g2712	ko:K12169
file_1_file_1_g2713	ko:K08131
file_1_file_1_g2714	ko:K03237
file_1_file_1_g2715	ko:K01173
file_1_file_1_g2716	ko:K01889
file_1_file_1_g2718	-
file_1_file_1_g2719	-
file_1_file_1_g2721	ko:K04974,ko:K04975
file_1_file_1_g2722	ko:K13210
file_1_file_1_g2723	ko:K17046
file_1_file_1_g2724	-
file_1_file_1_g2725	-
file_1_file_1_g2727	-
file_1_file_1_g2728	-
file_1_file_1_g2729	ko:K00364
file_1_file_1_g2730	-
file_1_file_1_g2731	ko:K02265
file_1_file_1_g2732	ko:K15208
file_1_file_1_g2733	ko:K16759
file_1_file_1_g2734	ko:K02268
file_1_file_1_g2735	ko:K14971
file_1_file_1_g2736	ko:K02268
file_1_file_1_g2737	-
file_1_file_1_g2738	-
file_1_file_1_g2739	-
file_1_file_1_g2740	-
file_1_file_1_g2741	-
file_1_file_1_g2742	ko:K07509
file_1_file_1_g2743	-
file_1_file_1_g2744	ko:K13181
file_1_file_1_g2745	ko:K21797
file_1_file_1_g2746	ko:K14689
file_1_file_1_g2747	ko:K20478
file_1_file_1_g2748	ko:K13198,ko:K14942,ko:K17843
file_1_file_1_g2749	ko:K13198,ko:K14942,ko:K17843
file_1_file_1_g2750	-
file_1_file_1_g2751	ko:K21442
file_1_file_1_g2753	ko:K14942,ko:K17843
file_1_file_1_g2755	-
file_1_file_1_g2756	ko:K01870
file_1_file_1_g2757	ko:K14798
file_1_file_1_g2759	ko:K14798
file_1_file_1_g2760	ko:K20318
file_1_file_1_g2762	ko:K01229,ko:K05350
file_1_file_1_g2763	ko:K01229,ko:K05350
file_1_file_1_g2764	ko:K01229,ko:K05350
file_1_file_1_g2765	ko:K01229,ko:K05350
file_1_file_1_g2766	ko:K14805
file_1_file_1_g2767	ko:K05931
file_1_file_1_g2768	ko:K20309
file_1_file_1_g2769	ko:K18468
file_1_file_1_g2770	ko:K18468
file_1_file_2_13153_g	-
file_1_file_1_g2773	-
file_1_file_1_g2774	-
file_1_file_1_g2775	ko:K00108,ko:K00115,ko:K10724,ko:K21270
file_1_file_1_g2778	ko:K17495
file_1_file_1_g2779	-
file_1_file_1_g2780	ko:K17495
file_1_file_1_g2783	-
file_1_file_1_g2785	ko:K19404
file_1_file_1_g2786	ko:K20463
file_1_file_1_g2788	ko:K09611
file_1_file_1_g2789	ko:K09611
file_1_file_1_g2790	ko:K02607
file_1_file_1_g2791	-
file_1_file_2_13168_g	-
file_1_file_1_g2792	-
file_1_file_1_g2793	ko:K08851
file_1_file_1_g2794	ko:K17420
file_1_file_1_g2795	-
file_1_file_1_g2796	-
file_1_file_1_g2798	-
file_1_file_1_g2799	ko:K15111
file_1_file_1_g2800	ko:K07375
file_1_file_1_g2802	ko:K02969
file_1_file_1_g2803	ko:K20301
